,id,text,name,screen_name,description,user_id,is_quote,lang
0,1334121786800287744,"El Gobierno borra 800.000 empleos del Plan de Recuperación mientras 746.900 personas están en ERTE  y un millón de autónomos en la cuerda floja 

Tenemos el peor Gobierno en el peor momento. https://t.co/fOkgz1ItCM",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
1,1334119385070497792,Bildu ha anunciado hoy que ha llegado la hora de anexionar Navarra al País Vasco. Sánchez ha atado de pies y manos nuestro futuro a cambio de sacar unos Presupuestos que darán un golpe mortal a la unidad de España. https://t.co/g4mGJcrENq,Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
2,1334114292208111620,"El Partido Popular ante los problemas propone soluciones, como lo hace @JuanMa_Moreno en Andalucía.

▶️ El presidente @pablocasado_ en el aniversario de #DosAñosDeCambio en Andalucía. https://t.co/GntwDnnUgz",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
3,1334113738245500930,"🔵 @pablocasado_: ""Andalucía se merece un Gobierno como el de @JuanMa_Moreno y España se merece, cuanto antes, un Gobierno a nivel nacional que haga lo que se hace en la Junta de Andalucía"".

#DosAñosDeCambio https://t.co/OcHFELfp0s",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
4,1334110424120389634,"🔵 @pablocasado_: ""No merecemos esta España ni a este Gobierno. En un virus que afecta a todos, la OCDE dice que somos el peor país a nivel económico del mundo desarrollado, sólo por detrás de Argentina"".

#DosAñosDeCambio https://t.co/yE0y7yThIs",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
5,1334108885578358785,"🔵 @pablocasado_: ""La Junta de Andalucía es un ejemplo de lo que quiero hacer a nivel nacional"".

- Un 53% del presupuesto destinado a gasto social y sanitario 
- Defensa de la libertad educativa
- Un plan antiokupación
- Bajar los impuestos

#DosAñosDeCambio https://t.co/nEP48axAxA",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
6,1334104206328930304,"Las políticas del PP, funcionan:

- El Gobierno más social de la historia de Andalucía
- Bajamos impuestos
- Eliminamos el impuesto de Sucesiones y Donaciones
- Cifra récord en profesionales sanitarios
- Más inversión en educación

🟢 @JuanMa_Moreno #DosAñosDeCambio https://t.co/e5o8s5Lhun",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
7,1334101105781911553,"🟢 @JuanMa_Moreno: ""Hoy es un día muy especial de emociones, ilusiones y esperanza. Andalucía nunca había podido disponer de un gobierno centrista. Se cumplen dos años de cambio para un futuro mejor para los andaluces"".

#DosAñosDeCambio https://t.co/bwjVZiRIA5",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
8,1334099094801879040,En directo ⇨ @pablocasado_ y @JuanMa_Moreno conmemoran los #DosAñosDeCambio en Andalucía https://t.co/uUAOFyWmB0,Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
9,1334085581555572736,"No te pierdas a @pablocasado_ junto a @JuanMa_Moreno en el acto conmemorativo del cambio de gobierno en Andalucía.

📡Sigue EN DIRECTO en https://t.co/6WGpUWq5JJ los #DosAñosDeCambio https://t.co/RbFeMKoRl6",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
10,1334076496646991876,"🏛 @LopezMirasF: ""Lamento decirles que los señores Sánchez e Iglesias ni están ni se les espera en la gestión de esta segunda ola de la pandemia. Solo han estado para aprobar una Ley que recorta la libertad educativa, y unos PGE que suben los impuestos""

#HablandoPorLaRegión https://t.co/bVjLpaGv1t",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
11,1334076129909616641,"La caída del empleo no toca fondo: 25.000 parados en un mes, 650.000 en un año, casi 4 millones en total y otros 750.000 en ERTE.
Esta no es la España que merecemos
Según OCDE estamos a la cola de los países del mundo desarrollado. Hay que bajar impuestos y gastos burocráticos ya https://t.co/5LmvEDwCOU",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
12,1334063335248158724,"📺 @MarioGarcesSan en @LaHoraTVE: ""Sánchez ha roto su centralidad y se ha situado con aliados que buscan la ruptura del país. Desde el PP haremos una oposición leal y fiel para evitar que haya datos como los de hoy que arrojan un grave deterioro económico"". https://t.co/Dkor8ypqRH",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
13,1334056006373007360,"Hoy amanecemos con 25.269 personas más en desempleo y con 137.000 trabajadores más en ERTE. Ellos lo llaman escudo social pero es la ruina para España.
https://t.co/ZOT1jW1kJR",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
14,1334050898843213824,Sube el desempleo en 25 mil personas y los Ertes en 150 mil. Esta es la mejor demostración del fracaso de las políticas del Gobierno. Y mañana se aprobará un presupuesto desfasado que no da respuesta a este problema que es el de todos los españoles. @populares #activemosEspaña,Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
15,1334050773286662144,Y el paro suma y sigue. El PSOE no se resigna a cumplir siempre con el mismo guión: 600.000 parados más desde febrero y 750.000 más en ERTES. Y el presupuesto que quieren aprobar agravará todas las previsiones. España no se merece ser el último país europeo. Aunque EHBildu quiera https://t.co/lPXLr1Kdz3,Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
16,1334047513993764864,"Malos datos de empleo en noviembre
-Mas parados
-Menos afiliados 30 de noviembre que 30 de octubre
-Mas trabajadores en ERTE que meses anteriores
-430.000 autónomos solicitan la prestación de paro y se le deniega al 20%
Esta es la dura realidad de un tejido empresarial asfixiado https://t.co/Jx5cqPMliW",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
17,1334043697944604672,"¡Buenos días!

📺A partir de las 09:35h, @MarioGarcesSan es entrevistado en @LaHoraTVE.

No te pierdas la entrevista en @La1_tve y en https://t.co/eTpbdvTNWn https://t.co/uoo5T3q6yN",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
18,1334029251662778373,"¡Buenos días y #FelizMiércoles!

👇🏼Consulta nuestra agenda de hoy
https://t.co/S74g2KqN64 https://t.co/eHqn7BlSzq",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
19,1333912627945365509,"🔵🏛Hoy le he dicho al Ministro Marlaska, que le deje de tomar el pelo a #Canarias. Son unos incompetentes que no son capaces de gestionar esta gran crisis. Basta ya‼️ La situación en nuestras islas es insostenible. No tienen ni idea de lo que está pasando. 🇮🇨 https://t.co/xSbKVtuatQ",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
20,1333892518266761216,"""En cuanto a la renovación del CGPJ, nuestra posición es clara. Pedimos que retiraran la ley de reforma; entre PSOE y Partido Popular tenemos votos suficientes, y pedimos además elección por motivos profesionales"".

📺 @erodriguez_2019 en #LaNoche24h https://t.co/mSdYP8swH1",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
21,1333890389514858500,"📺 @erodriguez_2019: ""Que un partido independentista hable de armonización fiscal para el resto de CC.AA. no deja de tener su gracia"".

Pero cuando hablamos de PGE como moneda de cambio para un apoyo estamos hablando de algo muy serio: las competencias de las CC.AA. #LaNoche24h https://t.co/cAmcWSKaXC",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
22,1333874762704187400,"🔵 Esta noche, @erodriguez_2019 será entrevistada en @Lanoche_24h.

📺 No te lo pierdas, a partir de las 22:00h, en tu televisión o en👉🏼 https://t.co/968Fwb3s6x https://t.co/WjGoN1hpQS",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
23,1333873690912694274,"Por primera vez un Gobierno no quiere dejar un país mejor sino uno distinto.
Pretenden pasar del Estado de derecho, al derecho a un Estado, para acabar en un Estado sin derecho.
Usan a la sociedad como un tablero de ajedrez y a los españoles como peones para seguir en el poder. https://t.co/3ngMPHZ4zN",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
24,1333860060724912132,"El Gobierno mintiendo y Bruselas desmintiendo.

Nada nuevo, lo de siempre. https://t.co/5NfCPOOJcU",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
25,1333859991867060227,"Se cumplen dos años del cambio histórico que lograron los andaluces.

💚 Con @JuanMa_Moreno seguimos construyendo una Andalucía mejor.
#DosAñosDeCambio https://t.co/S8VvjNDiKU",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
26,1333855698195800068,"Es para mí un honor que me presente el Nobel Mario Vargas Llosa en la @FundacionFIL.
El populismo bolivariano es un seísmo cuyas réplicas llegan al Gobierno de España.
Frente a él, defendemos el pluralismo que actúa como el canario en la mina: si se asfixia la libertad se ahoga. https://t.co/faTGcVhzG6",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
27,1333844163071258625,"¿El Gobierno más mentiroso de la democracia va a crear un Ministerio de la Verdad para perseguir los bulos?

El Gobierno más mentiroso de la democracia va a crear un Ministerio de la Verdad para perseguir los bulos…

🔴 No al #MinisterioDeLaVerdad https://t.co/Umx6AGM43D",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,1,es
28,1333841332801036290,"🔵 @pablocasado_: ""El Gobierno solo pretende avanzar en su particular agenda política con la idea de que con esa agenda podrá sostenerse en el poder tanto como deseen. Pero no. Están creando una 'España oficial' a la medida de sus propios intereses, pero no una España real"". https://t.co/6jHidnbaYC",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
29,1333840322774900737,"🇪🇸  @pablocasado_: ""Esta semana celebramos el domingo el 42 aniversario de nuestra Constitución. En 1978, la ambición de libertad y la decisión de convivir y suturar las heridas pudo con todas dificultades, y hoy hay quienes quieren irresponsablemente reabrir esas cicatrices"". https://t.co/euxI36S9Ri",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
30,1333838475087540224,"🔴 @pablocasado_: ""Los ataques a la monarquía, al PJ, a la prensa y a la oposición, o el control que quieren ejercer sobre la libertad de expresión de los ciudadanos con un orwelliano #MinisterioDeLaVerdad, hacen que la defensa de la libertad sea urgente también en España"". https://t.co/uN8kFKyjGb",Partido Popular,populares,Twitter del principal partido político de España. Ayúdanos a construir un país mejor. Participa en nuestra apasionante tarea.,20509689,0,es
